Pathway identifier,Pathway name,#Entities found,#Entities total,#Interactors found,#Interactors total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Submitted entities hit interactor,Interacts with,Found reaction identifiers
R-HSA-379726,"Mitochondrial tRNA aminoacylation",0,47,1,159,0.003232017604180993,0.6965962480107245,0.6965962480107245,1,21,0.0015537141166025452,9606,Homo sapiens,"","",P35609,P47897,"R-HSA-380241"
R-HSA-112399,"IRS-mediated signalling",0,65,3,145,0.004469811580250309,0.6983562072827032,0.6983562072827032,3,9,6.658774785439479E-4,9606,Homo sapiens,"","",P12814;P20073;P05556,18348;16618,"R-HSA-109699;R-HSA-109701;R-HSA-109700"
R-HSA-8854691,"Interleukin-20 family signaling",0,29,2,188,0.0019942236281116766,0.6983562072827032,0.6983562072827032,11,56,0.004143237644273453,9606,Homo sapiens,"","",P30626;Q03135,P40763;Q06124,"R-HSA-8987161;R-HSA-8987132;R-HSA-8987214;R-HSA-8987104;R-HSA-6784765;R-HSA-8982162;R-HSA-8982165;R-HSA-8987156;R-HSA-8987236;R-HSA-8987063;R-HSA-8987014"
R-HSA-5654700,"FRS-mediated FGFR2 signaling",0,34,1,178,0.002338055288130931,0.6983562072827032,0.6983562072827032,1,9,6.658774785439479E-4,9606,Homo sapiens,"","",Q03135,Q06124,"R-HSA-5654608"
R-HSA-1474290,"Collagen formation",1,104,0,107,0.007151698528400495,0.6983562072827032,0.6983562072827032,1,77,0.005696951760875999,9606,Homo sapiens,"P14780","",,,"R-HSA-2213200"
R-HSA-5668599,"RHO GTPases Activate NADPH Oxidases",1,38,1,170,0.002613120616146335,0.7001060387311736,0.7001060387311736,2,14,0.0010358094110683633,9606,Homo sapiens,"P17252","P17252",P05067,Q13526,"R-HSA-9626816;R-HSA-9626817"
R-HSA-425410,"Metal ion SLC transporters",1,33,1,180,0.0022692889561270802,0.7001060387311736,0.7001060387311736,2,20,0.001479727730097662,9606,Homo sapiens,"P49281","P49281",P26678,Q8IWU4,"R-HSA-435349;R-HSA-437136"
R-HSA-1630316,"Glycosaminoglycan metabolism",1,182,2,26,0.012515472424700866,0.7001060387311736,0.7001060387311736,3,88,0.006510802012429713,9606,Homo sapiens,"P19634","P19634",P05067;P49768,Q12891,"R-HSA-2160915;R-HSA-2160884;R-HSA-2160892"
R-HSA-1660661,"Sphingolipid de novo biosynthesis",0,80,3,134,0.0055013065603080735,0.7018458001701674,0.7018458001701674,1,32,0.0023675643681562593,9606,Homo sapiens,"","",P17612;P49768;P05067,O14494,"R-HSA-428690"
R-HSA-446728,"Cell junction organization",2,94,6,349,0.006464035208361986,0.7026290188542479,0.7026290188542479,5,37,0.0027374963006806747,9606,Homo sapiens,"P05556;P12814","P05556;P12814",P16615;Q13936;P35609;P05556;P12814;P05067,P05556;P49023;P03950;P12814;Q13418,"R-HSA-446391;R-HSA-430308;R-HSA-5692437;R-HSA-446322;R-HSA-432897"
R-HSA-388396,"GPCR downstream signalling",9,785,15,1044,0.053981570623022966,0.7031455156514614,0.7031455156514614,60,168,0.012429712932820362,9606,Homo sapiens,"P17612;Q14643;P0DP23;P17252;Q13557;Q14571;O43603;P41180;P05067","P17612;Q14643;P0DP23;P17252;Q13557;Q14571;O43603;P41180;P05067",P17612;P0DP23;P0DP25;P35212;P0DP24;P11021;P06241;O60610;P16615;Q02790;P12814;Q03135;P20073;O00141;P05067;P05556;P17252,P25098;16618;P00533;P28482;P62136;P61586;P35372;18348;Q00535;P17612;P12931;P16220;P13861,"R-HSA-9618834;R-HSA-167427;R-HSA-416516;R-HSA-749448;R-HSA-749454;R-HSA-177284;R-HSA-111879;R-HSA-749452;R-HSA-400015;R-HSA-8964241;R-HSA-2179387;R-HSA-749456;R-HSA-111898;R-HSA-8982703;R-HSA-8951727;R-HSA-9619125;R-HSA-139941;R-HSA-111913;R-HSA-111912;R-HSA-111915;R-HSA-112042;R-HSA-380073;R-HSA-379048;R-HSA-111916;R-HSA-111919;R-HSA-111925;R-HSA-201783;R-HSA-111924;R-HSA-8964287;R-HSA-201787;R-HSA-111930;R-HSA-8982709;R-HSA-9617583;R-HSA-9618863;R-HSA-8964278;R-HSA-180038;R-HSA-202692;R-HSA-751040;R-HSA-139854;R-HSA-180047;R-HSA-74448;R-HSA-169683;R-HSA-169680;R-HSA-199895;R-HSA-111956;R-HSA-8964317;R-HSA-9668558;R-HSA-9603279;R-HSA-111966;R-HSA-8964311;R-HSA-8964329;R-HSA-442725;R-HSA-111970;R-HSA-392300;R-HSA-180073;R-HSA-2179413;R-HSA-398193;R-HSA-177275;R-HSA-442749;R-HSA-444792"
R-HSA-418885,"DCC mediated attractive signaling",1,19,4,199,0.0013065603080731675,0.7035755490863436,0.7035755490863436,8,12,8.878366380585972E-4,9606,Homo sapiens,"P06241","P06241-1",Q9UKS6;Q99828;P12814;P20073,18348;O00401,"R-HSA-373716;R-HSA-418868;R-HSA-418850;R-HSA-418865;R-HSA-374701;R-HSA-418874;R-HSA-418858;R-HSA-418856"
R-HSA-9665348,"Signaling by ERBB2 ECD mutants",0,23,5,194,0.001581625636088571,0.7035755490863436,0.7035755490863436,4,15,0.0011097957975732466,9606,Homo sapiens,"","",P12814;Q03135;P20073;P05067;P05556,18348;P19174;16618;P29353,"R-HSA-9665411;R-HSA-9665410;R-HSA-9665416;R-HSA-9665407"
R-HSA-195258,"RHO GTPase Effectors",5,326,6,738,0.022417824233255397,0.703692727472349,0.703692727472349,19,113,0.00836046167505179,9606,Homo sapiens,"P05556;O60610;P0DP23;P17252;P62258","P05556;O60610;P0DP23;P17252;P62258",Q14957;P62258;P12814;P20073;P05067;P05556,P05556;18348;Q13526;Q16512;16618;P78352;P00519,"R-HSA-5626549;R-HSA-5666070;R-HSA-5625717;R-HSA-445797;R-HSA-5668978;R-HSA-5671763;R-HSA-2029465;R-HSA-5665982;R-HSA-75016;R-HSA-5671993;R-HSA-5671737;R-HSA-2130194;R-HSA-9626816;R-HSA-5665989;R-HSA-9626817;R-HSA-5671749;R-HSA-5666049;R-HSA-442586;R-HSA-5626507"
R-HSA-381183,"ATF6 (ATF6-alpha) activates chaperone genes",1,15,2,202,0.0010314949800577637,0.7070052376711522,0.7070052376711522,3,5,3.699319325244155E-4,9606,Homo sapiens,"P11021","P11021",P11021;P05067,P14625;P11021;P27797,"R-HSA-1791163;R-HSA-1791082;R-HSA-1791150"
R-HSA-2173788,"Downregulation of TGF-beta receptor signaling",0,28,4,190,0.0019254572961078255,0.7070052376711522,0.7070052376711522,9,28,0.0020716188221367266,9606,Homo sapiens,"","",P17612;P62942;P06241;P05067,Q9UNE7;P84022;O15105,"R-HSA-178178;R-HSA-2176416;R-HSA-2128994;R-HSA-178208;R-HSA-2187368;R-HSA-173483;R-HSA-173512;R-HSA-2167917;R-HSA-2187375"
R-HSA-5654727,"Negative regulation of FGFR2 signaling",0,41,5,176,0.0028194196121578874,0.7070052376711522,0.7070052376711522,4,14,0.0010358094110683633,9606,Homo sapiens,"","",Q9UKS6;P62258;P11021;Q03135;P06241,O43597;Q06124;P22681;P15056,"R-HSA-1295622;R-HSA-1295621;R-HSA-1295604;R-HSA-1549564"
R-HSA-399721,"Glutamate binding, activation of AMPA receptors and synaptic plasticity",2,39,3,392,0.0026818869481501856,0.709970959387084,0.709970959387084,4,9,6.658774785439479E-4,9606,Homo sapiens,"P17252;Q13557","P17252;Q13557",P17612;Q13936;P11532,P24588;Q9NRD5,"R-HSA-416320;R-HSA-421007;R-HSA-416639;R-HSA-416985"
R-HSA-450385,"Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA",0,19,8,199,0.0013065603080731675,0.7103955579013493,0.7103955579013493,3,6,4.439183190292986E-4,9606,Homo sapiens,"","",P17612;P62258;P11021;O14649;P06241;P19634;P05067;Q14643,P31749;P31946,"R-HSA-450406;R-HSA-482788;R-HSA-450490"
R-HSA-381033,"ATF6 (ATF6-alpha) activates chaperones",1,17,2,202,0.0011690276440654655,0.7103955579013493,0.7103955579013493,4,10,7.39863865048831E-4,9606,Homo sapiens,"P11021","P11021",P11021;P05067,P14625;P11021;P27797,"R-HSA-1791163;R-HSA-1791082;R-HSA-381158;R-HSA-1791150"
R-HSA-9619665,"EGR2 and SOX10-mediated initiation of Schwann cell myelination",0,39,1,178,0.0026818869481501856,0.7103955579013493,0.7103955579013493,8,26,0.0019236460491269607,9606,Homo sapiens,"","",P17252,P56693,"R-HSA-9613648;R-HSA-9614790;R-HSA-9615638;R-HSA-9616116;R-HSA-9618725;R-HSA-9613768;R-HSA-9619657;R-HSA-9618559"
R-HSA-5654726,"Negative regulation of FGFR1 signaling",0,39,5,180,0.0026818869481501856,0.7103955579013493,0.7103955579013493,4,15,0.0011097957975732466,9606,Homo sapiens,"","",Q9UKS6;P62258;P11021;Q03135;P06241,O43597;Q06124;P22681;P15056,"R-HSA-1295622;R-HSA-1295621;R-HSA-1295604;R-HSA-1549564"
R-HSA-6807878,"COPI-mediated anterograde transport",1,107,1,113,0.0073579975244120474,0.7120760951740092,0.7120760951740092,7,12,8.878366380585972E-4,9606,Homo sapiens,"Q01484","Q01484",Q16623,Q13190;O15155;O14653,"R-HSA-6809015;R-HSA-6807877;R-HSA-6809011;R-HSA-6807875;R-HSA-6809010;R-HSA-6809006;R-HSA-6809003"
R-HSA-2028269,"Signaling by Hippo",1,22,2,205,0.0015128593040847202,0.7120760951740092,0.7120760951740092,13,30,0.002219591595146493,9606,Homo sapiens,"P62258","P62258",P62258;P17302,Q07157;Q9GZV5;P46937,"R-HSA-2028735;R-HSA-2066299;R-HSA-2028598;R-HSA-2028724;R-HSA-2028661;R-HSA-2028651;R-HSA-2060328;R-HSA-2028583;R-HSA-2064421;R-HSA-2032770;R-HSA-2064418;R-HSA-2064417;R-HSA-2032768"
R-HSA-421270,"Cell-cell junction organization",0,67,1,158,0.004607344244258012,0.7120760951740092,0.7120760951740092,1,21,0.0015537141166025452,9606,Homo sapiens,"","",P35609,P03950,"R-HSA-5692437"
R-HSA-9617828,"FOXO-mediated transcription of cell cycle genes",1,27,1,190,0.0018566909641039746,0.7120760951740092,0.7120760951740092,1,22,0.0016277005031074283,9606,Homo sapiens,"Q03135","Q03135",P05067,Q03135,"R-HSA-9624985"
R-HSA-2428928,"IRS-related events triggered by IGF1R",0,69,3,151,0.004744876908265713,0.7137469580715453,0.7137469580715453,3,12,8.878366380585972E-4,9606,Homo sapiens,"","",P12814;P20073;P05556,18348;16618,"R-HSA-109699;R-HSA-109701;R-HSA-109700"
R-HSA-5628897,"TP53 Regulates Metabolic Genes",1,126,3,102,0.008664557832485216,0.7137469580715453,0.7137469580715453,7,34,0.0025155371411660255,9606,Homo sapiens,"P62258","P62258",P12814;Q03135;O00141,P60484;P49815;P10599,"R-HSA-198609;R-HSA-2321904;R-HSA-5632738;R-HSA-5632732;R-HSA-165179;R-HSA-3341343;R-HSA-73646"
R-HSA-2730905,"Role of LAT2/NTAL/LAB on calcium mobilization",1,107,3,111,0.0073579975244120474,0.7154082018400199,0.7154082018400199,3,7,5.179047055341817E-4,9606,Homo sapiens,"P06241","P06241",P12814;P20073;P05556,18348;16618,"R-HSA-2730860;R-HSA-2730848;R-HSA-2730870"
R-HSA-6811434,"COPI-dependent Golgi-to-ER retrograde traffic",0,107,1,121,0.0073579975244120474,0.7170598814125596,0.7170598814125596,2,11,8.138502515537141E-4,9606,Homo sapiens,"","",Q16623,O75396;Q12981;Q9NZ43,"R-HSA-6811422;R-HSA-6811417"
R-HSA-5336415,"Uptake and function of diphtheria toxin",0,10,6,212,6.876633200385092E-4,0.7187020514111022,0.7187020514111022,2,5,3.699319325244155E-4,9606,Homo sapiens,"","",P17612;Q02790;Q03135;P06241;P05067;P05556,P07900;P21926;P08238;Q16881,"R-HSA-5336417;R-HSA-5336420"
R-HSA-180534,"Vpu mediated degradation of CD4",0,53,1,171,0.0036446155962040986,0.7187020514111022,0.7187020514111022,1,5,3.699319325244155E-4,9606,Homo sapiens,"","",P49768,P63208,"R-HSA-180599"
R-HSA-2428924,"IGF1R signaling cascade",0,72,3,151,0.004951175904277266,0.7187020514111022,0.7187020514111022,3,17,0.0012577685705830127,9606,Homo sapiens,"","",P12814;P20073;P05556,18348;16618,"R-HSA-109699;R-HSA-109701;R-HSA-109700"
R-HSA-2404192,"Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)",0,73,3,151,0.0050199422362811165,0.7203347661481683,0.7203347661481683,3,19,0.0014057413435927789,9606,Homo sapiens,"","",P12814;P20073;P05556,18348;16618,"R-HSA-109699;R-HSA-109701;R-HSA-109700"
R-HSA-9664565,"Signaling by ERBB2 KD Mutants",0,35,5,194,0.002406821620134782,0.72357204555122,0.72357204555122,5,17,0.0012577685705830127,9606,Homo sapiens,"","",P12814;Q03135;P20073;P05067;P05556,18348;P19174;16618;P29353,"R-HSA-9664950;R-HSA-9665034;R-HSA-9665032;R-HSA-9664664;R-HSA-9664940"
R-HSA-186712,"Regulation of beta-cell development",0,67,1,161,0.004607344244258012,0.72677214799909,0.72677214799909,2,26,0.0019236460491269607,9606,Homo sapiens,"","",Q99828,O60422,"R-HSA-210837;R-HSA-210767"
R-HSA-1251985,"Nuclear signaling by ERBB4",2,47,6,403,0.003232017604180993,0.7288179424629211,0.7288179424629211,5,34,0.0025155371411660255,9606,Homo sapiens,"P49810;P49768","P49810;P49768",P17612;P0DP23;P06241;P62258;P05067;P0DP25;P0DP24;P05067,P14136;P46937;P02649;P04271,"R-HSA-9612243;R-HSA-1254251;R-HSA-1253321;R-HSA-8954179;R-HSA-1251997"
R-HSA-1227990,"Signaling by ERBB2 in Cancer",0,36,5,198,0.002475587952138633,0.7299354970285752,0.7299354970285752,13,62,0.0045871559633027525,9606,Homo sapiens,"","",P12814;Q03135;P20073;P05067;P05556,18348;P19174;16618;P29353,"R-HSA-9634391;R-HSA-9664950;R-HSA-9664664;R-HSA-9665407;R-HSA-9665411;R-HSA-9665410;R-HSA-9665701;R-HSA-9665706;R-HSA-9665034;R-HSA-9665416;R-HSA-9665704;R-HSA-9665032;R-HSA-9664940"
R-HSA-2173782,"Binding and Uptake of Ligands by Scavenger Receptors",0,167,1,62,0.011483977444643103,0.7315035200564312,0.7315035200564312,1,33,0.0024415507546611424,9606,Homo sapiens,"","",P05067,P16671,"R-HSA-2187264"
R-HSA-9660821,"ADORA2B mediated anti-inflammatory cytokines production",1,159,1,74,0.010933846788612296,0.7330625113901222,0.7330625113901222,5,12,8.878366380585972E-4,9606,Homo sapiens,"P17612","P17612",O00141,P16220,"R-HSA-111925;R-HSA-111924;R-HSA-8951727;R-HSA-9662708;R-HSA-111919"
R-HSA-5655253,"Signaling by FGFR2 in disease",0,58,5,179,0.003988447256223353,0.7330625113901222,0.7330625113901222,6,28,0.0020716188221367266,9606,Homo sapiens,"","",P05067;P12814;Q03135;P20073;P05556,18348;P19174;16618;28815,"R-HSA-5655343;R-HSA-5654748;R-HSA-5655323;R-HSA-2033474;R-HSA-2033472;R-HSA-8853320"
R-HSA-977606,"Regulation of Complement cascade",0,139,1,102,0.009558520148535277,0.7346125226343839,0.7346125226343839,1,42,0.0031074282332050904,9606,Homo sapiens,"","",P17252,P07225,"R-HSA-981665"
R-HSA-5625886,"Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3",0,49,1,182,0.003369550268188695,0.7361536051014905,0.7361536051014905,1,11,8.138502515537141E-4,9606,Homo sapiens,"","",P05067,Q16512,"R-HSA-5625717"
R-HSA-1852241,"Organelle biogenesis and maintenance",5,336,10,818,0.023105487553293908,0.7366973545474582,0.7366973545474582,26,86,0.006362829239419947,9606,Homo sapiens,"P17612;P0DP23;Q13563;P98161;P62258","P17612;P0DP23;Q13563;P98161;P62258",Q14957;P0DP23;P62258;P26678;P0DP25;P0DP24;O00141;P05067;P06241;P21796;Q16623;P17252,P15336;Q06547-2;Q9NRR6;Q96L34;Q3SXY8;P99999;Q96QF0;Q8IW35;Q06547-3;O43303;P16220,"R-HSA-5617815;R-HSA-5623519;R-HSA-5623513;R-HSA-5617816;R-HSA-1368140;R-HSA-5626699;R-HSA-5626228;R-HSA-5620918;R-HSA-5626227;R-HSA-5620914;R-HSA-5638014;R-HSA-1592240;R-HSA-111912;R-HSA-5624956;R-HSA-5626681;R-HSA-5620921;R-HSA-5624953;R-HSA-5638009;R-HSA-5623525;R-HSA-5688294;R-HSA-5623524;R-HSA-5623527;R-HSA-5623521;R-HSA-5626220;R-HSA-5626223;R-HSA-1592231"
R-HSA-9634638,"Estrogen-dependent nuclear events downstream of ESR-membrane signaling",0,29,2,211,0.0019942236281116766,0.739209187500818,0.739209187500818,6,12,8.878366380585972E-4,9606,Homo sapiens,"","",O00141;P05067,P01100;P10415;P19419;P16220,"R-HSA-199298;R-HSA-9625479;R-HSA-198731;R-HSA-9625465;R-HSA-9623999;R-HSA-111916"
R-HSA-5368287,"Mitochondrial translation",0,102,1,132,0.007014165864392794,0.739209187500818,0.739209187500818,2,17,0.0012577685705830127,9606,Homo sapiens,"","",P26678,Q9H2K0,"R-HSA-5368279;R-HSA-5389839"
R-HSA-71387,"Metabolism of carbohydrates",3,456,2,220,0.03135744739375602,0.7398159691150952,0.7398159691150952,7,243,0.017978691920686594,9606,Homo sapiens,"P17612;P0DP23;P19634","P17612;P0DP23;P19634",P05067;P49768,Q12891,"R-HSA-2160915;R-HSA-71541;R-HSA-2160884;R-HSA-71588;R-HSA-2160892;R-HSA-163773;R-HSA-453337"
R-HSA-450282,"MAPK targets/ Nuclear events mediated by MAP kinases",0,35,3,209,0.002406821620134782,0.7407237886099654,0.7407237886099654,9,16,0.0011837821840781297,9606,Homo sapiens,"","",O00141;P05067;P21796,P01100;P05412;P15336;P19419;P16220,"R-HSA-450292;R-HSA-450325;R-HSA-199895;R-HSA-168053;R-HSA-198731;R-HSA-168440;R-HSA-168136;R-HSA-199935;R-HSA-199917"
R-HSA-204005,"COPII-mediated vesicle transport",0,77,2,168,0.00529500756429652,0.7407237886099654,0.7407237886099654,2,16,0.0011837821840781297,9606,Homo sapiens,"","",P05067;Q16623,O15155;O14653;P48730,"R-HSA-5694425;R-HSA-5694441"
R-HSA-180786,"Extension of Telomeres",0,69,1,190,0.004744876908265713,0.7407237886099654,0.7407237886099654,1,28,0.0020716188221367266,9606,Homo sapiens,"","",Q14957,Q86WV5,"R-HSA-9668831"
R-HSA-8939236,"RUNX1 regulates transcription of genes involved in differentiation of HSCs",0,106,1,132,0.007289231192408197,0.7422296632990641,0.7422296632990641,3,15,0.0011097957975732466,9606,Homo sapiens,"","",P62258,P46937;P00519,"R-HSA-8956639;R-HSA-8956659;R-HSA-8956676"
R-HSA-9007101,"Rab regulation of trafficking",1,129,1,115,0.008870856828496768,0.7422296632990641,0.7422296632990641,3,35,0.0025895235276709085,9606,Homo sapiens,"P62258","P62258",P06241,P27958,"R-HSA-8933452;R-HSA-8854290;R-HSA-8877612"
R-HSA-379724,"tRNA Aminoacylation",0,68,1,168,0.004676110576261862,0.7422296632990641,0.7422296632990641,1,42,0.0031074282332050904,9606,Homo sapiens,"","",P35609,P47897,"R-HSA-380241"
R-HSA-2132295,"MHC class II antigen presentation",0,148,2,92,0.010177417136569935,0.7437268614424943,0.7437268614424943,2,26,0.0019236460491269607,9606,Homo sapiens,"","",P16615;P21796,P27824,"R-HSA-8951500;R-HSA-2130478"
R-HSA-9703465,"Signaling by FLT3 fusion proteins",0,32,1,211,0.002200522624123229,0.7437268614424943,0.7437268614424943,1,18,0.0013317549570878958,9606,Homo sapiens,"","",Q9UKS6,Q07889,"R-HSA-9703430"
R-HSA-9008059,"Interleukin-37 signaling",0,36,4,204,0.002475587952138633,0.7452154326319026,0.7452154326319026,6,14,0.0010358094110683633,9606,Homo sapiens,"","",Q14957;P30626;P17612;P05067,P40763;Q9NZH6;P84022,"R-HSA-9008696;R-HSA-9012542;R-HSA-9012689;R-HSA-9009072;R-HSA-9008692;R-HSA-9009910"
R-HSA-1912408,"Pre-NOTCH Transcription and Translation",0,89,1,154,0.006120203548342732,0.7481668911110372,0.7481668911110372,2,28,0.0020716188221367266,9606,Homo sapiens,"","",P05067,P05412;Q99466,"R-HSA-1912410;R-HSA-1912401"
R-HSA-1660499,"Synthesis of PIPs at the plasma membrane",0,69,4,174,0.004744876908265713,0.7496298761845883,0.7496298761845883,13,33,0.0024415507546611424,9606,Homo sapiens,"","",P12814;Q03135;P20073;P05556,18348;P60484;16618;16851,"R-HSA-199456;R-HSA-1675773;R-HSA-1675836;R-HSA-1676177;R-HSA-1676048;R-HSA-1676082;R-HSA-1676149;R-HSA-6809320;R-HSA-1676203;R-HSA-1675949;R-HSA-1675776;R-HSA-1676134;R-HSA-6809944"
R-HSA-69563,"p53-Dependent G1 DNA Damage Response",0,70,1,182,0.004813643240269564,0.7496298761845883,0.7496298761845883,2,22,0.0016277005031074283,9606,Homo sapiens,"","",Q92736,Q00987,"R-HSA-6804741;R-HSA-6804955"
R-HSA-69580,"p53-Dependent G1/S DNA damage checkpoint",0,70,1,182,0.004813643240269564,0.7496298761845883,0.7496298761845883,2,22,0.0016277005031074283,9606,Homo sapiens,"","",Q92736,Q00987,"R-HSA-6804741;R-HSA-6804955"
R-HSA-9683701,"Translation of Structural Proteins",0,49,4,197,0.003369550268188695,0.7496298761845883,0.7496298761845883,2,37,0.0027374963006806747,9606,Homo sapiens,"","",P16615;P17612;P05067;P21796,P27824;P49841,"R-HSA-9687724;R-HSA-9683772"
R-HSA-1655829,"Regulation of cholesterol biosynthesis by SREBP (SREBF)",0,87,1,159,0.0059826708843350295,0.7496298761845883,0.7496298761845883,1,52,0.0038472920982539215,9606,Homo sapiens,"","",Q99828,P48449,"R-HSA-1655828"
R-HSA-72737,"Cap-dependent Translation Initiation",0,130,1,129,0.008939623160500619,0.7553979832972807,0.7553979832972807,1,18,0.0013317549570878958,9606,Homo sapiens,"","",P05067,P11940,"R-HSA-156808"
R-HSA-450604,"KSRP (KHSRP) binds and destabilizes mRNA",0,20,7,226,0.0013753266400770184,0.7568192907449139,0.7568192907449139,2,5,3.699319325244155E-4,9606,Homo sapiens,"","",P17612;Q86VP3;P0DP23;P62258;P0DP25;P11021;P0DP24;P06241;Q14643,P31749;P63104,"R-HSA-450499;R-HSA-450620"
R-HSA-888590,"GABA synthesis, release, reuptake and degradation",1,36,3,212,0.002475587952138633,0.7568192907449139,0.7568192907449139,2,10,7.39863865048831E-4,9606,Homo sapiens,"Q16623","Q16623",P26678;P05067;Q16623,P60880;Q16623;P11142,"R-HSA-888589;R-HSA-917744"
R-HSA-9615017,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes",0,49,2,200,0.003369550268188695,0.7568192907449139,0.7568192907449139,1,34,0.0025155371411660255,9606,Homo sapiens,"","",P17612;P06241,P54252,"R-HSA-9617927"
R-HSA-5619102,"SLC transporter disorders",1,183,0,63,0.012584238756704717,0.7582324050992377,0.7582324050992377,1,65,0.004809115122817401,9606,Homo sapiens,"P49281","",,,"R-HSA-5623558"
R-HSA-72613,"Eukaryotic Translation Initiation",0,130,1,132,0.008939623160500619,0.7596373732104463,0.7596373732104463,1,21,0.0015537141166025452,9606,Homo sapiens,"","",P05067,P11940,"R-HSA-156808"
R-HSA-114604,"GPVI-mediated activation cascade",1,43,5,212,0.002956952276165589,0.7610342416630018,0.7610342416630018,14,25,0.0018496596626220775,9606,Homo sapiens,"P06241","P06241",P12814;Q03135;P20073;P05067;P05556,18348;P43405;16618;P52735,"R-HSA-139842;R-HSA-114689;R-HSA-114600;R-HSA-437932;R-HSA-434637;R-HSA-437162;R-HSA-2316429;R-HSA-429449;R-HSA-434633;R-HSA-442291;R-HSA-453200;R-HSA-5684801;R-HSA-437118;R-HSA-453183"
R-HSA-6806667,"Metabolism of fat-soluble vitamins",0,89,3,165,0.006120203548342732,0.7610342416630018,0.7610342416630018,3,34,0.0025155371411660255,9606,Homo sapiens,"","",P05067;Q8NBP7;Q8NBP7,P02649;P01130,"R-HSA-2424254;R-HSA-2423785;R-HSA-2429643"
R-HSA-5668541,"TNFR2 non-canonical NF-kB pathway",0,104,5,164,0.007151698528400495,0.7624230567771154,0.7624230567771154,4,43,0.0031814146197099735,9606,Homo sapiens,"","",Q99828;P49768;P26678;P35609;P05067,Q92838;Q8TBC4;P26842;O00300,"R-HSA-5669012;R-HSA-5669024;R-HSA-5607725;R-HSA-5669035"
R-HSA-2424491,"DAP12 signaling",1,36,4,221,0.002475587952138633,0.7651767109586102,0.7651767109586102,11,17,0.0012577685705830127,9606,Homo sapiens,"P06241","P06241",P12814;P20073;P05067;P05556,18348;P43405;16618,"R-HSA-2395412;R-HSA-2424484;R-HSA-210289;R-HSA-2424486;R-HSA-2424487;R-HSA-2424480;R-HSA-2424481;R-HSA-2396594;R-HSA-2424482;R-HSA-2395439;R-HSA-2395801"
R-HSA-5250924,"B-WICH complex positively regulates rRNA expression",0,62,3,196,0.004263512584238757,0.766541641358559,0.766541641358559,1,3,2.219591595146493E-4,9606,Homo sapiens,"","",P17612;P05067;P05067,P60709;P49841,"R-HSA-5250947"
